"","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","Census_Division","Census_Region","stabbrs","sex","state","year"
"16",20,2,0,"Communicable",33.739475475236,44.7389793544957,58.6195147239505,"South Atlantic","South","MD","Male","Maryland",1970
"17",20,2,0,"Injuries",74.1557281055224,84.0437982537529,95.4398505772367,"South Atlantic","South","MD","Male","Maryland",1970
"18",20,2,0,"Non-communicable",33.4574713268145,43.9523851298028,56.4163214815525,"South Atlantic","South","MD","Male","Maryland",1970
"19",20,2,1,"All other causes",52.8664355167846,61.4423547847962,71.8012275093545,"South Atlantic","South","MD","Female","Maryland",1970
"20",20,2,1,"Cancers",18.6768612665456,27.7117315013263,39.1258339969643,"South Atlantic","South","MD","Female","Maryland",1970
"21",20,2,1,"Cardiovascular",57.0679896541457,85.904365231284,117.85231021007,"South Atlantic","South","MD","Female","Maryland",1970
"22",20,2,1,"Communicable",6.66127727741441,12.6900728073624,19.3879625532221,"South Atlantic","South","MD","Female","Maryland",1970
"23",20,2,1,"Injuries",5.67893010304764,10.5151199403618,16.3074010286125,"South Atlantic","South","MD","Female","Maryland",1970
"24",20,2,1,"Non-communicable",52.2266567093267,61.0346382794321,70.2347130412796,"South Atlantic","South","MD","Female","Maryland",1970
"25",20,3,0,"All other causes",92.8937065400008,105.364174239813,118.807369657411,"South Atlantic","South","MD","Male","Maryland",1971
"26",20,3,0,"Cancers",57.752648475745,73.9346895629033,91.050371311149,"South Atlantic","South","MD","Male","Maryland",1971
"27",20,3,0,"Cardiovascular",-72.9845540458695,-37.0965935780821,-2.13311425222732,"South Atlantic","South","MD","Male","Maryland",1971
"28",20,3,0,"Communicable",25.8654903250526,36.0979162660168,47.8601838702167,"South Atlantic","South","MD","Male","Maryland",1971
"29",20,3,0,"Injuries",75.0476921328997,85.5073083320273,96.3195187877524,"South Atlantic","South","MD","Male","Maryland",1971
"30",20,3,0,"Non-communicable",31.5802554317549,42.7109016799201,54.4688579788266,"South Atlantic","South","MD","Male","Maryland",1971
"31",20,3,1,"All other causes",51.4421477949768,59.1667338418658,67.8810846703739,"South Atlantic","South","MD","Female","Maryland",1971
"32",20,3,1,"Cancers",18.8172262480559,27.5773723911078,37.5643652549171,"South Atlantic","South","MD","Female","Maryland",1971
"33",20,3,1,"Cardiovascular",63.6805141136921,91.1150033831996,119.830930068849,"South Atlantic","South","MD","Female","Maryland",1971
"34",20,3,1,"Communicable",6.14927895960337,11.3918076123532,17.4890503266141,"South Atlantic","South","MD","Female","Maryland",1971
"35",20,3,1,"Injuries",5.85211124929131,10.455025861898,16.0502721825904,"South Atlantic","South","MD","Female","Maryland",1971
"36",20,3,1,"Non-communicable",51.924338581154,59.6122843421422,68.0043802324477,"South Atlantic","South","MD","Female","Maryland",1971
"37",20,4,0,"All other causes",84.5189403428277,96.9471641647287,110.876763087326,"South Atlantic","South","MD","Male","Maryland",1972
"38",20,4,0,"Cancers",61.7932838579974,78.3781617169221,95.8325447573241,"South Atlantic","South","MD","Male","Maryland",1972
"39",20,4,0,"Cardiovascular",-82.3336206891812,-47.1623141344999,-10.7861962676735,"South Atlantic","South","MD","Male","Maryland",1972
"40",20,4,0,"Communicable",21.4904390230709,32.5712540817157,43.985447842641,"South Atlantic","South","MD","Male","Maryland",1972
"41",20,4,0,"Injuries",73.2079318567805,82.7696213090157,93.6827908450296,"South Atlantic","South","MD","Male","Maryland",1972
"42",20,4,0,"Non-communicable",32.5971593010704,42.2940756209569,54.004472573632,"South Atlantic","South","MD","Male","Maryland",1972
"43",20,4,1,"All other causes",47.4595836196638,54.8420780460685,62.7370341099905,"South Atlantic","South","MD","Female","Maryland",1972
"44",20,4,1,"Cancers",17.5589020253421,25.9247673023695,34.9593654751149,"South Atlantic","South","MD","Female","Maryland",1972
"45",20,4,1,"Cardiovascular",48.613222012564,73.8259876701705,102.257732994479,"South Atlantic","South","MD","Female","Maryland",1972
"46",20,4,1,"Communicable",5.72760172577073,10.858346821742,16.6755558853797,"South Atlantic","South","MD","Female","Maryland",1972
"47",20,4,1,"Injuries",5.86556525222035,10.2886599503695,15.4422312673235,"South Atlantic","South","MD","Female","Maryland",1972
"48",20,4,1,"Non-communicable",53.01747042356,60.3885360031758,69.0028697116785,"South Atlantic","South","MD","Female","Maryland",1972
"49",20,5,0,"All other causes",83.0269344235464,94.8178462934343,107.609125999492,"South Atlantic","South","MD","Male","Maryland",1973
"50",20,5,0,"Cancers",64.1627923507346,80.5330312870364,97.2844470870062,"South Atlantic","South","MD","Male","Maryland",1973
"51",20,5,0,"Cardiovascular",-65.0834824307784,-34.9028569782267,3.13161185618201,"South Atlantic","South","MD","Male","Maryland",1973
"52",20,5,0,"Communicable",23.0639538591411,32.4078561666359,42.9943301138227,"South Atlantic","South","MD","Male","Maryland",1973
"53",20,5,0,"Injuries",68.34114505874,77.318710364813,87.5492312773929,"South Atlantic","South","MD","Male","Maryland",1973
"54",20,5,0,"Non-communicable",29.1629245915614,38.9700968628102,49.3645114843983,"South Atlantic","South","MD","Male","Maryland",1973
"55",20,5,1,"All other causes",45.580218535224,53.1285944899284,61.2369228016962,"South Atlantic","South","MD","Female","Maryland",1973
"56",20,5,1,"Cancers",17.6225813046566,25.944516724993,34.973534885243,"South Atlantic","South","MD","Female","Maryland",1973
"57",20,5,1,"Cardiovascular",31.9059128463676,57.1276476866067,82.6659847907517,"South Atlantic","South","MD","Female","Maryland",1973
"58",20,5,1,"Communicable",5.20282836532905,10.6348474498397,16.3781609111563,"South Atlantic","South","MD","Female","Maryland",1973
"59",20,5,1,"Injuries",5.16562546310057,9.35499893618388,13.8808762212361,"South Atlantic","South","MD","Female","Maryland",1973
"60",20,5,1,"Non-communicable",50.4823716412779,57.1148792854325,65.0677377417134,"South Atlantic","South","MD","Female","Maryland",1973
"61",20,6,0,"All other causes",82.3385561899664,94.9568295127826,106.553558913458,"South Atlantic","South","MD","Male","Maryland",1974
"62",20,6,0,"Cancers",65.7496922294478,82.9110491998425,100.146733832929,"South Atlantic","South","MD","Male","Maryland",1974
"63",20,6,0,"Cardiovascular",-71.8756929786071,-37.285149559932,-3.02817754446385,"South Atlantic","South","MD","Male","Maryland",1974
"64",20,6,0,"Communicable",23.009289085501,33.0011557046178,43.0750636127128,"South Atlantic","South","MD","Male","Maryland",1974
"65",20,6,0,"Injuries",64.7751602147373,73.9563357449359,83.188914038625,"South Atlantic","South","MD","Male","Maryland",1974
"66",20,6,0,"Non-communicable",23.8158609355771,33.5676892209941,43.3905126248403,"South Atlantic","South","MD","Male","Maryland",1974
"67",20,6,1,"All other causes",44.9709293685114,52.1589515244058,60.2852199191904,"South Atlantic","South","MD","Female","Maryland",1974
"68",20,6,1,"Cancers",18.594963213999,26.57360085703,35.7996901544442,"South Atlantic","South","MD","Female","Maryland",1974
"69",20,6,1,"Cardiovascular",25.3368631683954,47.974312919205,71.1353634599939,"South Atlantic","South","MD","Female","Maryland",1974
"70",20,6,1,"Communicable",4.09889816913954,9.16513769632526,14.4899916849931,"South Atlantic","South","MD","Female","Maryland",1974
"71",20,6,1,"Injuries",4.46234380134367,8.36675814654408,12.7188643404194,"South Atlantic","South","MD","Female","Maryland",1974
"72",20,6,1,"Non-communicable",44.8165428418181,51.8509977101342,58.827992313334,"South Atlantic","South","MD","Female","Maryland",1974
"73",20,7,0,"All other causes",82.4856689880169,94.4698744640679,106.505993012123,"South Atlantic","South","MD","Male","Maryland",1975
"74",20,7,0,"Cancers",76.505424332862,92.4921333868691,109.27968460332,"South Atlantic","South","MD","Male","Maryland",1975
"75",20,7,0,"Cardiovascular",-63.4471615856693,-30.9042815352469,3.21732952765776,"South Atlantic","South","MD","Male","Maryland",1975
"76",20,7,0,"Communicable",23.7975457069042,32.8406959650488,43.3014347279092,"South Atlantic","South","MD","Male","Maryland",1975
"77",20,7,0,"Injuries",62.475861803996,71.1503831916093,80.2828428011594,"South Atlantic","South","MD","Male","Maryland",1975
"78",20,7,0,"Non-communicable",22.6487750210844,31.8986082677979,41.6510056210525,"South Atlantic","South","MD","Male","Maryland",1975
"79",20,7,1,"All other causes",45.8001543072124,52.781345571131,59.9376109633252,"South Atlantic","South","MD","Female","Maryland",1975
"80",20,7,1,"Cancers",17.4887051937296,25.498806803471,33.5602363453974,"South Atlantic","South","MD","Female","Maryland",1975
"81",20,7,1,"Cardiovascular",31.0001821759894,53.5794893215598,76.3158632440689,"South Atlantic","South","MD","Female","Maryland",1975
"82",20,7,1,"Communicable",4.53633211129305,9.68061167132187,15.0936225249947,"South Atlantic","South","MD","Female","Maryland",1975
"83",20,7,1,"Injuries",3.95906623782033,7.63720591243808,11.8506086911306,"South Atlantic","South","MD","Female","Maryland",1975
"84",20,7,1,"Non-communicable",43.1577062154525,49.4094674096655,56.2612992071459,"South Atlantic","South","MD","Female","Maryland",1975
"85",20,8,0,"All other causes",85.8700323819942,96.8590872279261,108.653154081385,"South Atlantic","South","MD","Male","Maryland",1976
"86",20,8,0,"Cancers",80.3684142454483,96.4899305179474,113.76879332919,"South Atlantic","South","MD","Male","Maryland",1976
"87",20,8,0,"Cardiovascular",-55.6854819914272,-24.1408001098687,8.09267641474264,"South Atlantic","South","MD","Male","Maryland",1976
"88",20,8,0,"Communicable",20.2501941453241,30.2224875150259,40.6773422726754,"South Atlantic","South","MD","Male","Maryland",1976
"89",20,8,0,"Injuries",54.3354090552127,62.5498475253576,70.302926474821,"South Atlantic","South","MD","Male","Maryland",1976
"90",20,8,0,"Non-communicable",21.6065191934731,31.4217890209638,41.5767243311931,"South Atlantic","South","MD","Male","Maryland",1976
"91",20,8,1,"All other causes",47.4103826659373,54.6960890338902,61.7953773481807,"South Atlantic","South","MD","Female","Maryland",1976
"92",20,8,1,"Cancers",16.3657478481288,23.9753340220965,32.6436567874925,"South Atlantic","South","MD","Female","Maryland",1976
"93",20,8,1,"Cardiovascular",25.1978863903479,46.767793080678,68.0642411242565,"South Atlantic","South","MD","Female","Maryland",1976
"94",20,8,1,"Communicable",4.51179216254932,9.34160566886047,14.2616507916876,"South Atlantic","South","MD","Female","Maryland",1976
"95",20,8,1,"Injuries",2.80287099771442,6.47507968186383,10.5212913574844,"South Atlantic","South","MD","Female","Maryland",1976
"96",20,8,1,"Non-communicable",42.32152506644,48.8325642117947,55.5546972591218,"South Atlantic","South","MD","Female","Maryland",1976
"97",20,9,0,"All other causes",80.9294362086081,91.6682139162136,102.676785433969,"South Atlantic","South","MD","Male","Maryland",1977
"98",20,9,0,"Cancers",82.8290524147291,99.656886316276,115.725657362641,"South Atlantic","South","MD","Male","Maryland",1977
"99",20,9,0,"Cardiovascular",-52.0101402532344,-22.3092700499503,6.8295138870252,"South Atlantic","South","MD","Male","Maryland",1977
"100",20,9,0,"Communicable",20.2075307576457,30.7773315379817,40.6508315234421,"South Atlantic","South","MD","Male","Maryland",1977
"101",20,9,0,"Injuries",45.7802063384869,53.6789116246891,60.9182212868881,"South Atlantic","South","MD","Male","Maryland",1977
"102",20,9,0,"Non-communicable",20.3483840931504,29.077813955576,38.7802579554418,"South Atlantic","South","MD","Male","Maryland",1977
"103",20,9,1,"All other causes",47.4519472320413,54.7375045209446,62.3489452314308,"South Atlantic","South","MD","Female","Maryland",1977
"104",20,9,1,"Cancers",16.6247228628076,24.6993080979331,33.6562011034692,"South Atlantic","South","MD","Female","Maryland",1977
"105",20,9,1,"Cardiovascular",30.9494424064244,51.837068283523,71.9115674061138,"South Atlantic","South","MD","Female","Maryland",1977
"106",20,9,1,"Communicable",6.18635478586872,10.6370496154879,15.5119070375743,"South Atlantic","South","MD","Female","Maryland",1977
"107",20,9,1,"Injuries",2.10139838470931,5.80349837860342,9.67446890370842,"South Atlantic","South","MD","Female","Maryland",1977
"108",20,9,1,"Non-communicable",39.5423711396808,45.4959739606857,52.2026292652509,"South Atlantic","South","MD","Female","Maryland",1977
"109",20,10,0,"All other causes",81.57759153598,92.7179706358162,103.667373841159,"South Atlantic","South","MD","Male","Maryland",1978
"110",20,10,0,"Cancers",87.0543039731662,103.376937468772,121.987398576754,"South Atlantic","South","MD","Male","Maryland",1978
"111",20,10,0,"Cardiovascular",-53.1141881165699,-24.2417607338779,4.60705956770012,"South Atlantic","South","MD","Male","Maryland",1978
"112",20,10,0,"Communicable",20.6347947782387,31.0870577668379,41.7889726486785,"South Atlantic","South","MD","Male","Maryland",1978
"113",20,10,0,"Injuries",42.2159408114001,50.0981129467851,57.1132586980748,"South Atlantic","South","MD","Male","Maryland",1978
"114",20,10,0,"Non-communicable",16.4144137201016,25.82828869878,36.0044561998024,"South Atlantic","South","MD","Male","Maryland",1978
"115",20,10,1,"All other causes",49.1431612850539,55.8563900602136,63.2541115314921,"South Atlantic","South","MD","Female","Maryland",1978
"116",20,10,1,"Cancers",17.3831358804593,25.1368012016384,33.4538905189951,"South Atlantic","South","MD","Female","Maryland",1978
"117",20,10,1,"Cardiovascular",32.0899820704617,52.2144126759685,73.3249649204374,"South Atlantic","South","MD","Female","Maryland",1978
"118",20,10,1,"Communicable",5.30617223307091,9.99344197354574,14.9222093904059,"South Atlantic","South","MD","Female","Maryland",1978
"119",20,10,1,"Injuries",2.08788809196059,5.57073394072718,9.32628888521867,"South Atlantic","South","MD","Female","Maryland",1978
"120",20,10,1,"Non-communicable",37.6185243809322,43.7973201981123,50.2140532126066,"South Atlantic","South","MD","Female","Maryland",1978
"121",20,11,0,"All other causes",85.8035703166277,96.9753656590676,108.901763818481,"South Atlantic","South","MD","Male","Maryland",1979
"122",20,11,0,"Cancers",92.7010095917804,109.81990476022,125.957663528714,"South Atlantic","South","MD","Male","Maryland",1979
"123",20,11,0,"Cardiovascular",-36.407881148122,-9.27258207100937,19.4979349709755,"South Atlantic","South","MD","Male","Maryland",1979
"124",20,11,0,"Communicable",26.5292048275078,36.1461743870186,47.207984251196,"South Atlantic","South","MD","Male","Maryland",1979
"125",20,11,0,"Injuries",41.3136126441421,48.2053062473393,55.5507618880127,"South Atlantic","South","MD","Male","Maryland",1979
"126",20,11,0,"Non-communicable",17.3602750081716,26.707894472185,36.2886240415297,"South Atlantic","South","MD","Male","Maryland",1979
"127",20,11,1,"All other causes",47.37952386856,54.4461157515088,61.5394739908122,"South Atlantic","South","MD","Female","Maryland",1979
"128",20,11,1,"Cancers",18.814039059394,26.9004885759895,34.9858582885456,"South Atlantic","South","MD","Female","Maryland",1979
"129",20,11,1,"Cardiovascular",42.3249795353843,61.9760863500767,84.716980802012,"South Atlantic","South","MD","Female","Maryland",1979
"130",20,11,1,"Communicable",5.41800855389416,10.5710894087486,15.4161035204598,"South Atlantic","South","MD","Female","Maryland",1979
"131",20,11,1,"Injuries",2.35219906585865,5.68172274746738,9.20186318877907,"South Atlantic","South","MD","Female","Maryland",1979
"132",20,11,1,"Non-communicable",33.9791175777286,40.6286338866164,46.6846612040895,"South Atlantic","South","MD","Female","Maryland",1979
"133",20,12,0,"All other causes",84.9588911817982,95.9314849914982,107.206331761958,"South Atlantic","South","MD","Male","Maryland",1980
"134",20,12,0,"Cancers",102.581886797394,119.193273626965,136.899722552957,"South Atlantic","South","MD","Male","Maryland",1980
"135",20,12,0,"Cardiovascular",-23.7576820758504,4.95770063824028,33.0699609457412,"South Atlantic","South","MD","Male","Maryland",1980
"136",20,12,0,"Communicable",18.7844273731288,28.5768430478508,38.249569668251,"South Atlantic","South","MD","Male","Maryland",1980
"137",20,12,0,"Injuries",36.2374419326308,43.3565940361895,50.936995038276,"South Atlantic","South","MD","Male","Maryland",1980
"138",20,12,0,"Non-communicable",15.8006116963253,24.7924783452936,35.457996606575,"South Atlantic","South","MD","Male","Maryland",1980
"139",20,12,1,"All other causes",44.6587946093994,52.148476499732,59.137056937758,"South Atlantic","South","MD","Female","Maryland",1980
"140",20,12,1,"Cancers",18.575806225844,26.7082914739586,34.3850890833133,"South Atlantic","South","MD","Female","Maryland",1980
"141",20,12,1,"Cardiovascular",33.4243968489476,53.3783582409508,72.1303823153696,"South Atlantic","South","MD","Female","Maryland",1980
"142",20,12,1,"Communicable",7.83593608650849,13.3316187174233,18.5768759145504,"South Atlantic","South","MD","Female","Maryland",1980
"143",20,12,1,"Injuries",2.4574689306763,5.63065697020531,8.86378277480558,"South Atlantic","South","MD","Female","Maryland",1980
"144",20,12,1,"Non-communicable",30.8827001740288,36.4966335400357,42.5033534568532,"South Atlantic","South","MD","Female","Maryland",1980
"145",20,13,0,"All other causes",80.6456307656694,91.7453387835776,102.843186048024,"South Atlantic","South","MD","Male","Maryland",1981
"146",20,13,0,"Cancers",110.42267355516,126.018907221401,144.219413121198,"South Atlantic","South","MD","Male","Maryland",1981
"147",20,13,0,"Cardiovascular",-8.98909717164251,19.3867672613339,48.7445111955463,"South Atlantic","South","MD","Male","Maryland",1981
"148",20,13,0,"Communicable",16.3491317667906,25.6867519439188,35.1377393715383,"South Atlantic","South","MD","Male","Maryland",1981
"149",20,13,0,"Injuries",33.1650596787178,39.3684424295607,45.7188142308647,"South Atlantic","South","MD","Male","Maryland",1981
"150",20,13,0,"Non-communicable",15.0512513659884,23.4764800493178,32.1767626669359,"South Atlantic","South","MD","Male","Maryland",1981
"151",20,13,1,"All other causes",43.9573657261716,50.9449720334354,58.5072165779393,"South Atlantic","South","MD","Female","Maryland",1981
"152",20,13,1,"Cancers",19.4852527443847,27.3681883707744,35.4046486842226,"South Atlantic","South","MD","Female","Maryland",1981
"153",20,13,1,"Cardiovascular",45.3193578383919,64.3337510697508,84.1728314440127,"South Atlantic","South","MD","Female","Maryland",1981
"154",20,13,1,"Communicable",10.1437843111888,15.2183489441249,20.9612538502529,"South Atlantic","South","MD","Female","Maryland",1981
"155",20,13,1,"Injuries",2.82302400173807,5.99326433671149,9.1504594796567,"South Atlantic","South","MD","Female","Maryland",1981
"156",20,13,1,"Non-communicable",26.8331355996503,32.8745049665041,38.5622209303621,"South Atlantic","South","MD","Female","Maryland",1981
"157",20,14,0,"All other causes",81.3312023066526,92.2690066426284,103.862408826352,"South Atlantic","South","MD","Male","Maryland",1982
"158",20,14,0,"Cancers",115.068678169344,132.610514378335,151.027278467578,"South Atlantic","South","MD","Male","Maryland",1982
"159",20,14,0,"Cardiovascular",-0.699383701830447,27.3600914810152,54.5193651545526,"South Atlantic","South","MD","Male","Maryland",1982
"160",20,14,0,"Communicable",19.441760975897,28.5611385858556,38.4607394585784,"South Atlantic","South","MD","Male","Maryland",1982
"161",20,14,0,"Injuries",31.9683297879351,38.3066972206149,44.5456343114115,"South Atlantic","South","MD","Male","Maryland",1982
"162",20,14,0,"Non-communicable",13.6727712071881,22.7207108828139,32.1761882833078,"South Atlantic","South","MD","Male","Maryland",1982
"163",20,14,1,"All other causes",42.1465381345286,48.5120160983757,55.5042502281332,"South Atlantic","South","MD","Female","Maryland",1982
"164",20,14,1,"Cancers",20.9729322019126,28.8948587951454,36.5866917737876,"South Atlantic","South","MD","Female","Maryland",1982
"165",20,14,1,"Cardiovascular",45.243237365269,64.5168625327134,83.3571480581562,"South Atlantic","South","MD","Female","Maryland",1982
"166",20,14,1,"Communicable",9.07389679606547,14.5052052183187,19.7903727465419,"South Atlantic","South","MD","Female","Maryland",1982
"167",20,14,1,"Injuries",3.10915404058424,6.39437749130805,9.43040256362179,"South Atlantic","South","MD","Female","Maryland",1982
"168",20,14,1,"Non-communicable",24.74806824651,30.5764563948645,36.5198776904067,"South Atlantic","South","MD","Female","Maryland",1982
"169",20,15,0,"All other causes",81.224885220196,91.9337547409254,103.563511058819,"South Atlantic","South","MD","Male","Maryland",1983
"170",20,15,0,"Cancers",113.467280277948,130.698304126396,147.377664490963,"South Atlantic","South","MD","Male","Maryland",1983
"171",20,15,0,"Cardiovascular",-5.78052554079117,19.277030170462,46.1949892408268,"South Atlantic","South","MD","Male","Maryland",1983
"172",20,15,0,"Communicable",17.5487980581499,26.9204231893694,36.9216228063209,"South Atlantic","South","MD","Male","Maryland",1983
"173",20,15,0,"Injuries",31.8337612738395,37.9892102353379,44.7057854170115,"South Atlantic","South","MD","Male","Maryland",1983
"174",20,15,0,"Non-communicable",15.034557971583,23.7778302811586,33.3559700396343,"South Atlantic","South","MD","Male","Maryland",1983
"175",20,15,1,"All other causes",39.3237908616365,46.2348171589575,53.4182249925265,"South Atlantic","South","MD","Female","Maryland",1983
"176",20,15,1,"Cancers",20.3183035364405,27.9961843267709,36.0207138194093,"South Atlantic","South","MD","Female","Maryland",1983
"177",20,15,1,"Cardiovascular",36.1283138086981,54.922300532236,74.6165176757065,"South Atlantic","South","MD","Female","Maryland",1983
"178",20,15,1,"Communicable",7.66457299399113,12.9689029493626,18.0661856498879,"South Atlantic","South","MD","Female","Maryland",1983
"179",20,15,1,"Injuries",2.86650625347825,6.12915520872754,9.30947241652767,"South Atlantic","South","MD","Female","Maryland",1983
"180",20,15,1,"Non-communicable",23.6187876591379,29.5245633958077,35.0492430456706,"South Atlantic","South","MD","Female","Maryland",1983
"181",20,16,0,"All other causes",79.0076377266698,89.8362652180728,101.901057687293,"South Atlantic","South","MD","Male","Maryland",1984
"182",20,16,0,"Cancers",111.05793321933,127.346163410524,146.139595029416,"South Atlantic","South","MD","Male","Maryland",1984
"183",20,16,0,"Cardiovascular",2.91670970610725,30.7765480613231,59.8017902420651,"South Atlantic","South","MD","Male","Maryland",1984
"184",20,16,0,"Communicable",17.2800941635215,27.4807477187948,38.1497496645938,"South Atlantic","South","MD","Male","Maryland",1984
"185",20,16,0,"Injuries",30.6423290953201,36.8249730960923,43.2847612676217,"South Atlantic","South","MD","Male","Maryland",1984
"186",20,16,0,"Non-communicable",13.1824060204172,22.8717257209703,32.1374233550654,"South Atlantic","South","MD","Male","Maryland",1984
"187",20,16,1,"All other causes",38.3996820331939,45.5044875630318,52.4775207722667,"South Atlantic","South","MD","Female","Maryland",1984
"188",20,16,1,"Cancers",19.8296327913813,27.8409777466151,34.8846094131563,"South Atlantic","South","MD","Female","Maryland",1984
"189",20,16,1,"Cardiovascular",43.6255269945716,60.6166546448776,79.3411801602981,"South Atlantic","South","MD","Female","Maryland",1984
"190",20,16,1,"Communicable",11.0982950854455,16.1827994186472,21.874297410625,"South Atlantic","South","MD","Female","Maryland",1984
"191",20,16,1,"Injuries",2.68158762014672,5.75479594883912,8.79521154579687,"South Atlantic","South","MD","Female","Maryland",1984
"192",20,16,1,"Non-communicable",21.4609061426212,27.5958305476444,33.8444456150824,"South Atlantic","South","MD","Female","Maryland",1984
"193",20,17,0,"All other causes",82.9753944381325,93.9279143012947,106.8431866217,"South Atlantic","South","MD","Male","Maryland",1985
"194",20,17,0,"Cancers",114.937028103473,131.58995430726,149.314523681797,"South Atlantic","South","MD","Male","Maryland",1985
"195",20,17,0,"Cardiovascular",5.01317365385853,30.4532686594088,54.9801567911494,"South Atlantic","South","MD","Male","Maryland",1985
"196",20,17,0,"Communicable",20.9970983764383,31.727789632464,43.3075129834346,"South Atlantic","South","MD","Male","Maryland",1985
"197",20,17,0,"Injuries",28.0164000811758,34.2719434379314,40.6455259268993,"South Atlantic","South","MD","Male","Maryland",1985
"198",20,17,0,"Non-communicable",15.9702306847138,25.8425136867956,34.8932578549747,"South Atlantic","South","MD","Male","Maryland",1985
"199",20,17,1,"All other causes",39.4967020904619,46.8902655023914,53.7534061345744,"South Atlantic","South","MD","Female","Maryland",1985
"200",20,17,1,"Cancers",20.8782142850944,28.2076652841703,36.494240000699,"South Atlantic","South","MD","Female","Maryland",1985
"201",20,17,1,"Cardiovascular",50.7987261553886,67.6724063496081,85.8710548139056,"South Atlantic","South","MD","Female","Maryland",1985
"202",20,17,1,"Communicable",9.46696651633916,15.0753282753284,20.7626678792171,"South Atlantic","South","MD","Female","Maryland",1985
"203",20,17,1,"Injuries",2.89100514852999,5.73381974308658,8.58262291964321,"South Atlantic","South","MD","Female","Maryland",1985
"204",20,17,1,"Non-communicable",21.7012487410196,27.8546259146498,34.1211078222853,"South Atlantic","South","MD","Female","Maryland",1985
"205",20,18,0,"All other causes",82.6762036440624,94.3502595432156,106.195380786513,"South Atlantic","South","MD","Male","Maryland",1986
"206",20,18,0,"Cancers",109.978406952787,125.709277357128,143.021623787153,"South Atlantic","South","MD","Male","Maryland",1986
"207",20,18,0,"Cardiovascular",25.5139565345955,50.2441692977551,74.5613811840901,"South Atlantic","South","MD","Male","Maryland",1986
"208",20,18,0,"Communicable",19.7373675495136,30.5987756321925,41.871458412973,"South Atlantic","South","MD","Male","Maryland",1986
"209",20,18,0,"Injuries",30.7363444001763,36.167238163521,41.840294407588,"South Atlantic","South","MD","Male","Maryland",1986
"210",20,18,0,"Non-communicable",21.0256187923315,30.6780607189246,40.4422930718977,"South Atlantic","South","MD","Male","Maryland",1986
"211",20,18,1,"All other causes",40.4313613306345,47.2683337707703,54.6836419144669,"South Atlantic","South","MD","Female","Maryland",1986
"212",20,18,1,"Cancers",21.9779130257249,29.8891910800974,37.8085262436787,"South Atlantic","South","MD","Female","Maryland",1986
"213",20,18,1,"Cardiovascular",63.2798605571131,80.0510018774036,97.8182168780644,"South Atlantic","South","MD","Female","Maryland",1986
"214",20,18,1,"Communicable",11.264927635552,16.6991554868249,22.9745186977112,"South Atlantic","South","MD","Female","Maryland",1986
"215",20,18,1,"Injuries",2.83239976784168,5.75024627323666,8.67813473520519,"South Atlantic","South","MD","Female","Maryland",1986
"216",20,18,1,"Non-communicable",22.9530328863178,29.1321503967248,35.0231898909078,"South Atlantic","South","MD","Female","Maryland",1986
"217",20,19,0,"All other causes",82.4229987869731,92.7117214090836,103.956039615921,"South Atlantic","South","MD","Male","Maryland",1987
"218",20,19,0,"Cancers",112.5547868382,129.242793228373,146.329670814697,"South Atlantic","South","MD","Male","Maryland",1987
